X,Y,OBJECTID,TRADE_NAME,LICENCE_NUMBER,licence_status,ISSUED_DATE,Covers_FROM,Covers_TO,LICENCE_TYPE_NAME,naics_description,trade_description,MailingAddress,gislink,legal_id,AMOUNT,CIVIC_UNIT,CIVIC_HOUSE,CIVIC_STREET,CIVIC_ADDRESS,Neighbourhood
473251.3592,5363354.8095,1313,BLUECARP LLC,00041303,APPROVED,20240222,20240101,20241231,BUSINESS SERVICES - ACCOUNTING,"Professional, scientific & technical services / Professional, scientific & technical services / Accounting, tax prep. & bookkeeping services",BUSINESS SERVICES - ACCOUNTING,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",01003007,104120020923131853710000,100,300,848,COURTNEY ST,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",DOWNTOWN
474455.6993,5364765.4149,1314,"BLUNDELL, THERESA M",6000,APPROVED,20240115,20240101,20241231,NON-TRANSIENT ACCOMMODATION - ROOMS,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ACCOMMODATION - ROOMS,"3008-193 AQUARIUS MEWS
VANCOUVER BC  V6Z 2Z2",08539006,1920020328195753140000,70,,2524,FERNWOOD RD,"2524 FERNWOOD RD
VICTORIA BC  V8T 2Z9",FERNWOOD
472942.3339,5363802.5968,1315,ROBINSONS OUTDOOR STORE LTD,17787,APPROVED,20240111,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"1307 BROAD ST
VICTORIA BC  V8W 2A8",01043014,065920020918110920650000,100,,1307,BROAD ST,"1307 BROAD ST
VICTORIA BC  V8W 2A8",DOWNTOWN
471398.8778,5365505.103,1316,"BOAN, MARGARET",00045983,APPROVED,20231227,20240101,20241231,NON-TRANSIENT ONE BEDROOM - NON TRANSIENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ONE BEDROOM - NON TRANSIENT,"BOX 1736
230 1ST AVE
LADYSMITH BC  V9G 1B3",000-721-140,1920020328211958770000,15,106,105,GORGE RD E,"106-105 GORGE RD E
VICTORIA BC  V9A 6Z3",BURNSIDE
473058.3409,5363811.5743,1317,BOARD WITH FRIENDS,00038711,APPROVED,20240110,20240101,20241231,RESTAURANT - GENERAL,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT - GENERAL,"705 JOHNSON ST
VICTORIA BC  V8W 1M8",01021002,1920020328154850670000,100,,705,JOHNSON ST,"705 JOHNSON ST
VICTORIA BC  V8W 1M8",DOWNTOWN
472677.8561,5366012.794,1318,BOATHOUSE,00040950,APPROVED,20231212,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"201-3147 DOUGLAS ST.
VICTORIA BC  V8Z 6E3",V06841008,62094C170119083003760000,100,201,3147,DOUGLAS ST,"201-3147 DOUGLAS ST
VICTORIA BC  V8Z 6E3",BURNSIDE
472437.1455,5365020.3138,1319,BOB'S MOTOR ELECTRIC LTD,1788,APPROVED,20231205,20240101,20241231,REPAIR SERVICES - ELECTRIC MOTORS,Other services (exc. Public administration) / Repair & maintenance,REPAIR SERVICES - ELECTRIC MOTORS,"511A DAVID ST
VICTORIA BC  V8T 2C7",10712002,736920020726084916040000,100,A,511,DAVID ST,"A-511 DAVID ST
VICTORIA BC  V8T 2C7",BURNSIDE
473162.9883,5363558.9821,1320,BOBADOG,00041130,APPROVED,20231130,20240101,20241231,RESTAURANT - TAKE OUT FOOD,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT - TAKE OUT FOOD,"1108 BLANSHARD ST
VICTORIA BC  V8W 2H6",01023006,093920020920142059740000,100,,1108,BLANSHARD ST,"1108 BLANSHARD ST
VICTORIA BC  V8W 2H6",DOWNTOWN
472088.0675,5364303.6923,1321,ACHESON SWEENEY FOLEY SAHOTA,00040069,APPROVED,20240103,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"300-376 HARBOUR RD
VICTORIA BC  V9A 3S1",V00791025,83855C181130105934581085,100,300,376,HARBOUR RD,"300-376 HARBOUR RD
VICTORIA BC  V9A 3S1",VICTORIA WEST
471513.4734,5363328.2842,1322,MACISAAC & COMPANY,00043698,APPROVED,20231128,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"115-19 DALLAS RD
VICTORIA BC  V8V 5A6",025-682-512,742720030717094644400000,100,115,19,DALLAS RD,"115-19 DALLAS RD
VICTORIA BC  V8V 5A6",JAMES BAY
473119.4841,5363415.8371,1323,BODHICHITTA BUDDHIST CENTRE,19196,APPROVED,20240110,20240101,20241231,NON PROFIT SOCIETY - GENERAL,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations",NON PROFIT SOCIETY - GENERAL,"970 BLANSHARD ST
VICTORIA BC  V8W 2H3",01025022,23527C150908113516500000,0,,970,BLANSHARD ST,"970 BLANSHARD ST
VICTORIA BC  V8W 2H3",DOWNTOWN
475058.2692,5363790.619,1324,REBELLION BARBERSHOP,00035507,APPROVED,20240102,20240101,20241231,PERSONAL SERVICES - HAIRDRESSER / BARBER,Other services (exc. Public administration) / Personal & laundry services / Personal care services,PERSONAL SERVICES - HAIRDRESSER / BARBER,"1532 PANDORA AVE
VICTORIA BC  V8R 1A8",07428016,171720020930110836540000,100,,1532,PANDORA AVE,"1532 PANDORA AVE
VICTORIA BC  V8R 1A8",NORTH JUBILEE
472526.0073,5362688.7822,1325,"BODNAR, MARK",00028256,APPROVED,20240102,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"208-547 MICHIGAN ST
VICTORIA BC  V8V 1S5",02144029,757220020731092653590000,100,208,547,MICHIGAN ST,"208-547 MICHIGAN ST
VICTORIA BC  V8V 1S5",JAMES BAY
473359.0734,5363457.1122,1326,BOHEMIAN FRINGE,00030737,APPROVED,20240425,20240101,20241231,RETAIL - ONLINE/NON-STORE,Retail trade / Non-store retailers / Electronic shopping & mail-order houses,RETAIL - ONLINE/NON-STORE,"300-895 FORT ST
VICTORIA BC  V8W 1H7",01004010,605C20040505160614690000,100,300,895,FORT ST,"300-895 FORT ST
VICTORIA BC  V8W 1H7",DOWNTOWN
472934.572,5363539.0421,1327,ARVAY FINLAY LLP,00028704,APPROVED,20231123,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"360-1070 DOUGLAS ST
VICTORIA BC  V8W 2C4",01036002,003520020912142213630000,100,360,1070,DOUGLAS ST,"360-1070 DOUGLAS ST
VICTORIA BC  V8W 2C4",DOWNTOWN
472598.0349,5365610.0428,1328,SYLVAIN BOIES PHD REGISTERED PSYCHOLOGIST,14763,APPROVED,20231204,20240101,20241231,PROFESSIONAL - PHYSICIAN,Health care & social assistance / Ambulatory health care services / Offices of physicians,PROFESSIONAL - PHYSICIAN,"550-2950 DOUGLAS ST
VICTORIA BC  V8T 4N4",10736018,736920020726110617670000,100,550,2950,DOUGLAS ST,"550-2950 DOUGLAS ST
VICTORIA BC  V8T 4N4",BURNSIDE
472861.7391,5363541.7149,1329,"BOISSEVAIN, MICHAEL",6107,APPROVED,20231130,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"305-645 FORT ST
VICTORIA BC  V8W 1G2",01037004,736920020726145259070000,100,305,645,FORT ST,"305-645 FORT ST
VICTORIA BC  V8W 1G2",DOWNTOWN
473417.2213,5363845.5736,1330,BOLD BUTCHERY & GRILL,00033728,APPROVED,20240116,20240101,20241231,RESTAURANT - GENERAL,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT - GENERAL,"103A-1420 QUADRA ST
VICTORIA BC  V8W 2L1",01008023,757220020731134202230000,100,103A,1420,QUADRA ST,"103A-1420 QUADRA ST
VICTORIA BC  V8W 2L1",DOWNTOWN
475128.5993,5365928.5985,1331,BOLEN BOOKS,00038092,APPROVED,20240103,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"111-1644 HILLSIDE AVE
VICTORIA BC  V8T 2C5",V06001008,51648C081114130614950000,100,111,1644,HILLSIDE AVE,"111-1644 HILLSIDE AVE
VICTORIA BC  V8T 2C5",OAKLANDS
473450.0479,5365295.1625,1332,BOLSTER CONSULTING LTD,10041,APPROVED,20231124,20240101,20241231,BUSINESS SERVICES - CONSULTANT,"Professional, scientific & technical services / Professional, scientific & technical services / Mgmt., scientific & technical consulting serv",BUSINESS SERVICES - CONSULTANT,"8-2727 QUADRA ST
VICTORIA BC  V8T 4E4",000-379-514,1920020328205115070000,100,8,2727,QUADRA ST,"8-2727 QUADRA ST
VICTORIA BC  V8T 4E5",HILLSIDE / QUADRA
472861.7391,5363541.7149,1333,BON MACARON PATISSERIE LTD,25187,APPROVED,20231129,20240101,20241231,RETAIL - BAKERY,Manufacturing / Food mfg. / Bakeries & tortilla mfg.,RETAIL - BAKERY,"1012 BROAD ST
VICTORIA BC  V8W 1Z9",01037004,207720021003140606590000,100,,1012,BROAD ST,"1012 BROAD ST
VICTORIA BC  V8W 1Z9",DOWNTOWN
473130.43,5363799.3896,1334,VLADS TAILORING,8620,APPROVED,20240110,20240101,20241231,BUSINESS SERVICES - SEWING,Other services (exc. Public administration) / Repair & maintenance / Personal & household goods r&m,BUSINESS SERVICES - SEWING,"118-733 JOHNSON ST
VICTORIA BC  V8W 3C7",01021006,91319C080425135030480000,100,118,733,JOHNSON ST,"118-733 JOHNSON ST
VICTORIA BC  V8W 3C7",DOWNTOWN
472722.8181,5364041.268,1335,"BONNEVILLA, MIKE",00047109,APPROVED,20240607,20240530,20241231,NON-TRANSIENT ONE BEDROOM - NON TRANSIENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ONE BEDROOM - NON TRANSIENT,"213-517 FISGARD ST
VICTORIA BC  V8W 0C5",029-264-286,87948C140307093120020000,15,213,517,FISGARD ST,"213-517 FISGARD ST
VICTORIA BC  V8W 0C5",DOWNTOWN
473059.2803,5363186.4636,1336,"BONNEY, NOLAN S
BRIGGS, JANICE H",00046799,APPROVED,20240503,20240419,20241231,NON-TRANSIENT TWO BEDROOM - NON TRANSIENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT TWO BEDROOM - NON TRANSIENT,"6541 GROVELAND DR
NANAIMO BC  V9V 1P7",026-606-518,386C20060310093316020000,20,402,751,FAIRFIELD RD,"402-751 FAIRFIELD RD
VICTORIA BC  V8W 4A4",DOWNTOWN
472096.6624,5365479.5376,1337,CARFRA  LAWTON LLP,11558,APPROVED,20240110,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"6TH FLOOR
395 WATERFRONT CRES
VICTORIA BC  V8T 5K7",10727153,1920020328210610080000,100,,395,WATERFRONT CRES,"395 WATERFRONT CRES
VICTORIA BC  V8T 5K7",BURNSIDE
473682.6271,5362526.1736,1338,BOOKS & SHENANIGANS,00041419,APPROVED,20231201,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"347 COOK STREET
VICTORIA BC  V8V 3X8",03225017,195920021002112545320000,100,,347,COOK ST,"347 COOK ST
VICTORIA BC  V8V 3X8",FAIRFIELD
471750.9216,5363798.0835,1339,BOOM AND BATTEN RESTAURANT AND CAFE,00037431,APPROVED,20231124,20240101,20241231,RESTAURANT W/FOOD PRIMARY LIQUOR LIC. - GENERAL,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT W/FOOD PRIMARY LIQUOR LIC. - GENERAL,"2 PAUL KANE PL
VICTORIA BC  V9A 7J8",13082037,1920020328214659910000,200,,2,PAUL KANE PL,"2 PAUL KANE PL
VICTORIA BC  V9A 7J8",VICTORIA WEST
472908.7416,5363385.6849,1340,"BOOTH, MATTHEW",00046120,APPROVED,20240124,20240114,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"420-880 DOUGLAS ST
VICTORIA BC  V8W 2B7",01032003,035420020916111110400000,100,420,880,DOUGLAS ST,"420-880 DOUGLAS ST
VICTORIA BC  V8W 2B7",DOWNTOWN
475338.6091,5363855.3585,1341,EL CAMINO,20584,APPROVED,20231128,20240101,20241231,NON-TRANSIENT ACCOMMODATION - APARTMENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ACCOMMODATION - APARTMENT,"2646 SHADY LANE
VICTORIA BC  V8R 1R6",06371006,1920020328174422700000,345,,1530,BELCHER AVE,"1530 BELCHER AVE
VICTORIA BC  V8R 4N1",SOUTH JUBILEE
475338.6091,5363855.3585,1342,EL CAMINO,20585,APPROVED,20231128,20240101,20241231,WASHERS OR  DRYERS - VARIOUS,Other services (exc. Public administration) / Personal & laundry services / Dry cleaning & laundry services,WASHERS OR  DRYERS - VARIOUS,"2646 SHADY LANE
VICTORIA BC  V8R 1R6",06371006,1920020328174422700000,44,,1530,BELCHER AVE,"1530 BELCHER AVE
VICTORIA BC  V8R 4N1",SOUTH JUBILEE
472598.3394,5363741.4041,1343,HANDS ON CLAY COLLECTIVE,00033782,APPROVED,20240124,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"307-1208 WHARF ST
VICTORIA BC  V8W 1T8",01073022,991420020911121110570000,100,307,1208,WHARF ST,"307-1208 WHARF ST
VICTORIA BC  NCA",DOWNTOWN
472861.7391,5363541.7149,1344,BORON ONE HOLDINGS INC,8766,APPROVED,20231218,20240101,20241231,BUSINESS SERVICES - OFFICE,"Admin., support, waste mgmt & remed. services / Administrative & support services / Business support services",BUSINESS SERVICES - OFFICE,"203-645 FORT ST
VICTORIA BC  V8W 1G2",01037004,736920020726145258680000,100,203,645,FORT ST,"203-645 FORT ST
VICTORIA BC  V8W 1G2",DOWNTOWN
473231.3678,5363223.9792,1345,STEWART MCDANNOLD STUART,24020,APPROVED,20240117,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"2ND FLOOR
837 BURDETT AVE
VICTORIA BC  V8W 1B3",01001101,90980C070220083220370000,100,,837,BURDETT AVE,"837 BURDETT AVE
VICTORIA BC  V8W 1B3",DOWNTOWN
472084.2008,5364165.7887,1346,BOSA DEVELOPMENT (DOCKSIDE PHASE 1) LIMITED PARTNERSHIP,00046633,APPROVED,20240529,20240328,20241231,NON-TRANSIENT ACCOMMODATION - APARTMENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ACCOMMODATION - APARTMENT,"2920-320 GRANVILLE ST
VANCOUVER BC  V6C 1S9",V00791040,46280C200810090006886752,2360,,359,TYEE RD,"359 TYEE RD
VICTORIA BC  V9A 0B6",VICTORIA WEST
472832.3954,5363695.9645,1347,HORNE COUPAR LLP,24444,APPROVED,20240125,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"3RD FL-612 VIEW ST
VICTORIA BC  V8W 1J5",01041007,079420020919150342180000,100,302,612,VIEW ST,"302-612 VIEW ST
VICTORIA BC  V8W 1J5",DOWNTOWN
472203.4959,5365791.1552,1348,BOSLEY'S PET FOOD PLUS INC,2085,APPROVED,20231201,20240101,20241231,BUSINESS SERVICES - PET CARE,Other services (exc. Public administration) / Personal & laundry services / Other personal services,BUSINESS SERVICES - PET CARE,"PET VALU CANADA INC
ATTN: ACCOUNTS PAYABLE
130 ROYAL CREST COURT
MARKHAM ON  L3R 0A1",10744020,093920020920155615150000,100,B,491,BURNSIDE RD E,"B-491 BURNSIDE RD E
VICTORIA BC  V8T 2X3",BURNSIDE
473751.2439,5363459.4561,1349,BOTCHED VINTAGE & APPAREL,00045632,APPROVED,20240104,20240101,20241231,SECOND HAND DEALER - CLOTHING,Retail trade / Misc. store retailers / Used merchandise stores,SECOND HAND DEALER - CLOTHING,"A-1044 FORT ST
VICTORIA BC  V8V 3K4",01527021,782220020807113412600000,100,A,1044,FORT ST,"A-1044 FORT ST
VICTORIA BC  V8V 3K4",DOWNTOWN
472681.1208,5363839.2411,1350,"BOTZ, ANDREW
HOST HAPPY",00035373,APPROVED,20240112,20240101,20241231,NON-PRINCIPAL RESIDENT OPERATOR - OWNER,Accommodation & food services / Accommodation services / Traveller accommodation,SHORT TERM RENTAL,"11477 DAWSON WAY
NORTH SAANICH BC V8L 5L4",027-594-181,19599C080812092126710000,1500,310,524,YATES ST,"310-524 YATES ST
VICTORIA BC  V8W 1K8",DOWNTOWN
471969.5115,5365208.6408,1351,"BOUCHARD, MARLENE",00042576,APPROVED,20231123,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"2958 JUTLAND RD
VICTORIA BC  V8T 5K6",10727154,28486C120914082323750000,100,,2958,JUTLAND RD,"2958 JUTLAND RD
VICTORIA BC  V8T 5K6",BURNSIDE
472699.3502,5365005.118,1352,FASTENERFORCE ONE RESOURCES,6994,APPROVED,20231208,20240101,20241231,WHOLESALE - VARIOUS,Wholesale trade,WHOLESALE - VARIOUS,"8-625 HILLSIDE AVE
VICTORIA BC  V8T 1Z1",026-284-154,815C20050526142611670000,200,8,625,HILLSIDE AVE,"8-625 HILLSIDE AVE
VICTORIA BC  V8T 1Z1",BURNSIDE
472964.1527,5365295.2873,1353,BOULDERHOUSE VICTORIA,00030758,APPROVED,20240226,20240101,20241231,SCHOOLS-RECREATIONAL - ATHLETIC,Educational services / Educational services / Other schools & instruction,SCHOOLS-RECREATIONAL - ATHLETIC,"2 - 1441 STORE ST
VICTORIA BC  V8W 3J6",017-974-691,1920020328210055360000,30,,2829,QUESNEL ST,"2829 QUESNEL ST
VICTORIA BC  V8T 4K2",BURNSIDE
475534.8407,5364100.4024,1354,"SCH & COMPANY, CPA",00043804,APPROVED,20240522,20240101,20241231,PROFESSIONAL - DESIGNATED ACCOUNTANT,"Professional, scientific & technical services / Professional, scientific & technical services / Accounting, tax prep. & bookkeeping services",PROFESSIONAL - DESIGNATED ACCOUNTANT,"202-1780 FORT ST
VICTORIA BC  V8R 1J5",07410008,743720020729104532540000,100,202,1780,FORT ST,"202-1780 FORT ST
VICTORIA BC  V8R 1J5",NORTH JUBILEE
471947.0138,5364061.751,1355,PRESTIGOUS PROMONTORY,00039911,APPROVED,20240206,20240101,20241231,NON-TRANSIENT TWO BEDROOM - NON TRANSIENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT TWO BEDROOM - NON TRANSIENT,"303-83 SAGHALIE RD
VICTORIA   V9A 0E7",029-311-675,10035C140610094934110000,20,303,83,SAGHALIE RD,"303-83 SAGHALIE RD
VICTORIA BC  V9A 0E7",VICTORIA WEST
473365.301,5364048.6748,1356,BOUNDLESS MEDICAL BC LTD,00042811,APPROVED,20240103,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"847 FISGARD ST
VICTORIA BC  V8W 1R9",01517150,298520020516143020690000,100,,847,FISGARD ST,"847 FISGARD ST
VICTORIA BC  V8W 1R9",NORTH PARK
473857.3145,5363477.4017,1357,CALM KIDS COUNSELLING,00031963,APPROVED,20240223,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"2106 SAYWARD ST
VICTORIA BC  V8R 1V3",07494033,852620020821135813790000,100,316,1175,COOK ST,"316-1175 COOK ST
VICTORIA BC  V8V 4A1",FERNWOOD
472750.0472,5363574.9218,1358,WOODWARD & CO LAWYERS LLP,00043343,APPROVED,20231208,20240101,20241231,PROFESSIONAL - BARRISTER / SOLICITOR,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services",PROFESSIONAL - BARRISTER / SOLICITOR,"200-1022 GOVERNMENT ST
VICTORIA BC  V8W 1X7",01069009,74464C151013113622990000,100,200,1022,GOVERNMENT ST,"200-1022 GOVERNMENT ST
VICTORIA BC  V8W 1X7",DOWNTOWN
472677.8561,5366012.794,1359,BOUTIQUE LA VIE EN ROSE INC,12957,APPROVED,20231220,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"639-3147 DOUGLAS ST
VICTORIA BC  V8Z 6E3",V06841008,86518C181211110353398227,100,639,3147,DOUGLAS ST,"639-3147 DOUGLAS ST
VICTORIA BC  NCA",BURNSIDE
475128.5993,5365928.5985,1360,LA VIE EN ROSE,00045720,APPROVED,20240116,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"5-1644 HILLSIDE AVE
VICTORIA BC  V8T 2C5",V06001008,50269C081113160622260000,100,5,1644,HILLSIDE AVE,"5-1644 HILLSIDE AVE
VICTORIA BC  V8T 2C5",OAKLANDS
472677.8561,5366012.794,1361,BIKINI VILLAGE,00037075,APPROVED,20231220,20240101,20241231,RETAIL - GENERAL,Retail trade / Misc. store retailers,RETAIL - GENERAL,"C/O BOUTIQUE LA VIE EN ROSE INC
3055 VIAU
MONTREAL QC  H1V 3J5",V06841008,62094C170119083002980000,100,132,3147,DOUGLAS ST,"132-3147 DOUGLAS ST
VICTORIA BC  V8Z 6E3",BURNSIDE
473417.5775,5365137.1521,1362,CARIBBEAN VILLAGE,7945,APPROVED,20240712,20240101,20241231,RESTAURANT - GENERAL,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT - GENERAL,"C-2646 QUADRA ST
VICTORIA BC  V8T 4E4",09663006,757220020731135546460000,100,C,2646,QUADRA ST,"C-2646 QUADRA ST
VICTORIA BC  V8T 4E4",HILLSIDE / QUADRA
473637.8708,5363420.2701,1363,"BOWLES, CATHERINE",00043959,APPROVED,20240119,20240101,20241231,PERSONAL SERVICES - HAIRDRESSER / BARBER,Other services (exc. Public administration) / Personal & laundry services / Personal care services,PERSONAL SERVICES - HAIRDRESSER / BARBER,"404-767 TYEE RD
VICTORIA BC  V9A 0G5",01530002,743720020729092036320000,100,100,1011,FORT ST,"100-1011 FORT ST
VICTORIA BC  V8V 3K5",DOWNTOWN
471953.3576,5363071.1038,1364,WINSTON APARTMENTS,00039219,APPROVED,20240311,20240101,20241231,NON-TRANSIENT ACCOMMODATION - APARTMENT,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ACCOMMODATION - APARTMENT,"8156 WALLACE DR
SAANICHTON BC  V8M 1T3",02121025,643220030711085002940000,75,,226,MICHIGAN ST,"226 MICHIGAN ST
VICTORIA BC  V8V 1R3",JAMES BAY
471953.3576,5363071.1038,1365,WINSTON APARTMENTS,00039220,APPROVED,20240311,20240101,20241231,WASHERS OR  DRYERS - VARIOUS,Real estate & rental & leasing / Real estate / Lessors of real estate,WASHERS OR  DRYERS - VARIOUS,"8156 WALLACE DR
SAANICHTON BC  V8M 1T3",02121025,643220030711085002940000,22,,226,MICHIGAN ST,"226 MICHIGAN ST
VICTORIA BC  V8V 1R3",JAMES BAY
472358.7395,5365285.0327,1366,BOWS & ARROWS COFFEE ROASTERS LTD,24179,APPROVED,20240104,20240101,20241231,WHOLESALE - VARIOUS,Wholesale trade,WHOLESALE - VARIOUS,"483 GARBALLY RD
VICTORIA BC  V8T 2J9",10726004,018920040415094127660000,200,,483,GARBALLY RD,"483 GARBALLY RD
VICTORIA BC  V8T 2J9",BURNSIDE
472820.1679,5364229.9219,1367,TORCH SONG CAFE,00043656,APPROVED,20240110,20240101,20241231,RESTAURANT - COFFEE BAR,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place,RESTAURANT - COFFEE BAR,"1812 GOVERNMENT ST
VICTORIA BC  V8T 4N5",01058004,015620020913094025390000,100,,1812,GOVERNMENT ST,"1812 GOVERNMENT ST
VICTORIA BC  V8T 4N5",DOWNTOWN
475827.1528,5363723.1481,1368,"BOYA, SONYA",00032361,APPROVED,20240129,20240101,20241231,PROFESSIONAL - HEALTH,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners,PROFESSIONAL - HEALTH,"1863 OAK BAY AVE
VICTORIA BC  V8R 1C6",06376001,1920020328174924740000,100,,1863,OAK BAY AVE,"1863 OAK BAY AVE
VICTORIA BC  V8R 1C6",GONZALES
472903.44,5364699.9014,1369,NATIONWIDE CARPET CLEANING,18224,APPROVED,20240129,20240101,20241231,SUPPORT SERVICE - JANITORIAL / CLEANING,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings",SUPPORT SERVICES - JANITORIAL / CLEANING,"6A-2333 GOVERNMENT ST
VICTORIA BC  V8T 4P4",01053019,743720020729115723870000,100,6A,2333,GOVERNMENT ST,"6A-2333 GOVERNMENT ST
VICTORIA BC  V8T 4P4",BURNSIDE
475592.378,5364881.5417,1370,"BOYCE, RITA",00038491,APPROVED,20240221,20240101,20241231,PRINCIPAL RESIDENT OPERATOR - OWNER,Accommodation & food services / Accommodation services / Traveller accommodation,SHORT TERM RENTAL,"1767 CARRICK ST
VICTORIA BC  V8R 2M1",018-501-061,1920020328200641060000,150,,1767,CARRICK ST,"1767 CARRICK ST
VICTORIA BC  V8R 2M1",NORTH JUBILEE
474353.1203,5363894.6213,1371,"BOYKO, RICHARD M",19224,APPROVED,20240129,20240101,20241231,NON-TRANSIENT ACCOMMODATION - ROOMS,Real estate & rental & leasing / Real estate / Lessors of real estate,NON-TRANSIENT ACCOMMODATION - ROOMS,"1527 CAMOSUN ST
VICTORIA BC  V8T 3E3",07458001,1920020328194036930000,60,,1527,CAMOSUN ST,"1527 CAMOSUN ST
VICTORIA BC  V8T 3E3",FERNWOOD
474353.1203,5363894.6213,1372,"BOYKO, RICHARD M",19226,APPROVED,20240129,20240101,20241231,WASHERS OR  DRYERS - VARIOUS,Other services (exc. Public administration) / Personal & laundry services / Dry cleaning & laundry services,WASHERS OR  DRYERS - VARIOUS,"1527 CAMOSUN ST
VICTORIA BC  V8T 3E3",07458001,1920020328194036930000,11,,1527,CAMOSUN ST,"1527 CAMOSUN ST
VICTORIA BC  V8T 3E3",FERNWOOD
475193.4345,5363736.6696,1373,LIFELABS BC LP,16087,APPROVED,20231211,20240101,20241231,PERSONAL SERVICES - MEDICAL SERVICE / SUPPLIES,Health care & social assistance / Ambulatory health care services / Home health care services,PERSONAL SERVICES - MEDICAL SERVICE / SUPPLIES,"ATTN:  FACILITY SERVICES BC
3680 GILMORE WAY
BURNABY BC  V5G 4V8",023-659-998,1920020328171805230000,100,103,1625,OAK BAY AVE,"103-1625 OAK BAY AVE
VICTORIA BC  V8R 1B1",ROCKLAND
